,name,neighbourhood,latitude,longitude,room_type
13398,Rommie mujer,Cuauhtémoc,19.420460000000002,-99.14533,Shared room
13399,Depto en Ciudad de México cerca del foro sol,Iztacalco,19.39875,-99.11088000000001,Entire home/apt
13400,Gorgeous apartment in the heart of Roma Norte! D.4,Cuauhtémoc,19.41638,-99.16328,Entire home/apt
13401,La habitación triangular :),Benito Juárez,19.3714,-99.1866,Private room
13402,Espectacular Apartamento 1BR 502 @Santa Fe,Cuajimalpa de Morelos,19.36187,-99.28520999999999,Entire home/apt
13403,"Depa; cómodo, luminoso y con excelente vista.",Benito Juárez,19.40032,-99.16558,Private room
13404,Moderno y espacioso Depto en la Col. Nápoles,Benito Juárez,19.39825,-99.17161999999999,Entire home/apt
13405,Renta de habitaciones amuebladas en Santa Fe,Álvaro Obregón,19.38055,-99.2451,Private room
13406,Departamento a 2 Cuadras de Reforma,Cuauhtémoc,19.43535,-99.16122,Entire home/apt
13407,Hospedaje Betylu,Coyoacán,19.33101,-99.12482,Private room
13408,Piyamada cerca de Bellas Artes,Cuauhtémoc,19.43781,-99.13951999999999,Private room
13409,Beautiful room with private bathroom for women,Tlalpan,19.309520000000003,-99.22301,Private room
13410,"Condesa two story, beautiful appartment",Cuauhtémoc,19.41629,-99.1788,Entire home/apt
13411,Alojamiento con vista a la UNAM.,Coyoacán,19.33673,-99.18208,Shared room
13412,Grande y cómodo Depto a 3 cuadras del WTC,Miguel Hidalgo,19.399739999999998,-99.17108,Entire home/apt
13413,Alabama studio,Benito Juárez,19.39016,-99.17859,Private room
13414,Inmejorable ubicación en la Col. del Valle!,Benito Juárez,19.39508,-99.17067,Entire home/apt
13415,GORGEOUS / BRIGHT and AIRY / 2BR Apt. in Condesa,Cuauhtémoc,19.415229999999998,-99.17264,Entire home/apt
13416,Amazing Loft 7 Down Town CDMX,Cuauhtémoc,19.43496,-99.14179,Entire home/apt
13417,Frida 1 · Condesa Terrace apartment by Viadora,Cuauhtémoc,19.40529,-99.17557,Entire home/apt
13418,Condesa Charming Apartment by Viadora,Cuauhtémoc,19.40535,-99.17511,Entire home/apt
13419,Small Suite La Roma,Cuauhtémoc,19.41808,-99.16871,Entire home/apt
13420,"Lovely, cozy and bright home. Amazing place !",Miguel Hidalgo,19.401410000000002,-99.18092,Entire home/apt
13421,Recámara en casa céntrica y acogedora!,Cuajimalpa de Morelos,19.36112,-99.30017,Private room
13422,Recámara muy iluminada silenciosa mucha seguridad,Tlalpan,19.291729999999998,-99.11657,Private room
13423,2BR modern apartment in New Polanco/Carso,Miguel Hidalgo,19.44616,-99.20295,Entire home/apt
13424,Nice&Comfortable apartment in Downtown CDMX,Cuauhtémoc,19.44541,-99.1412,Entire home/apt
13425,FUNCAYA ROOM,Benito Juárez,19.364929999999998,-99.1708,Private room
13426,Habitaciones amuebladas en el centro,Miguel Hidalgo,19.44801,-99.16587,Private room
13427,Alabama studio,Benito Juárez,19.38901,-99.17966,Private room
13428,Lovely & sunny home in the center of Condesa,Cuauhtémoc,19.41583,-99.16686,Private room
13429,Habitación para viajeros en Coyoacán UNAM,Coyoacán,19.335179999999998,-99.15964,Private room
13430,1 Bed Suite near to the Frida Kahlo Museum - 303,Coyoacán,19.35724,-99.16512,Entire home/apt
13431,"BEST 5 star apartment in new POLANCO, + amenities",Miguel Hidalgo,19.44376,-99.20006,Entire home/apt
13432,Casa Amplia Col. Jardines de Coyoacán,Coyoacán,19.316029999999998,-99.12971,Entire home/apt
13433,208 Deluxe Studio Standard,Cuauhtémoc,19.427629999999997,-99.14041,Entire home/apt
13434,Acogedora habitación en San Pedro de los Pinos,Benito Juárez,19.38992,-99.18366,Private room
13435,Habitación privada en Churubusco/ Coyoacán,Coyoacán,19.34875,-99.14837,Private room
13436,Departamento moderno en  Narvarte,Benito Juárez,19.37961,-99.15366999999999,Entire home/apt
13437,"Habitación privada, Azcapotzalco - Arena CDMX",Azcapotzalco,19.50001,-99.17318,Private room
13438,Casa Cova. Fantastic view & private bathroom,Miguel Hidalgo,19.44541,-99.17544000000001,Private room
13439,Single Sandy,Azcapotzalco,19.4698,-99.17049,Private room
13440,"Mexico city, Polanco;  Small building very quiet",Miguel Hidalgo,19.42961,-99.18207,Entire home/apt
13441,Stylish Miyana  2BR *BestCityView& Rich Amenities*,Miguel Hidalgo,19.44056,-99.19852,Entire home/apt
13442,Next to WTC Stylish Mexican place! 3bed/2bath,Benito Juárez,19.391389999999998,-99.17676,Entire home/apt
13443,Amazing 2BR 1502 @SANTA FE,Cuajimalpa de Morelos,19.3615,-99.28454,Entire home/apt
13444,Miyana Deluxe Condo *Oasis in the City*,Miguel Hidalgo,19.438589999999998,-99.19869,Entire home/apt
13445,Van Gogh  -  Amazing 1 bedroom apt in Polanco,Miguel Hidalgo,19.4419,-99.20206999999999,Entire home/apt
13446,The Painter -  Beautiful 1 bedroom Apt in Polanco,Miguel Hidalgo,19.4424,-99.20206,Entire home/apt
13447,Blum - 2 Bedroom apartment in Santa Fe,Álvaro Obregón,19.377779999999998,-99.25888,Entire home/apt
13448,Amplio departamento frente al parque,Benito Juárez,19.37507,-99.15595,Entire home/apt
13449,COZY DEL VALLE APARTMENT,Benito Juárez,19.39274,-99.16416,Entire home/apt
13450,Room with private bathroom for 2,Cuauhtémoc,19.41461,-99.15951,Private room
13451,House in Coyoacan,Coyoacán,19.34915,-99.17442,Private room
13452,Cómoda habitación en la condesa.,Cuauhtémoc,19.40634,-99.17769,Private room
13453,Luxury and design Amazing loft at Roma Norte,Cuauhtémoc,19.412670000000002,-99.16058000000001,Entire home/apt
13454,RENTO RECAMARA EN AZCAPOTZALCO CENTRO,Azcapotzalco,19.486439999999998,-99.17721,Private room
13455,Ecoturistico Agua Dulce,Tláhuac,19.22036,-98.96831,Private room
13456,Tranquilo 2 Rec. en lo mejor de la Roma,Cuauhtémoc,19.418670000000002,-99.15687,Entire home/apt
13457,Cosy and Luminous Penthouse,Benito Juárez,19.39741,-99.16356999999999,Entire home/apt
13458,B&B en casa de los años 40s totalmente renovada,Cuauhtémoc,19.41185,-99.18182,Private room
13459,City Oasis,Cuauhtémoc,19.40607,-99.17675,Entire home/apt
13460,Amplio y centrico departamento en Narvarte.,Benito Juárez,19.383670000000002,-99.15463000000001,Entire home/apt
13461,Tu Casa en La Hipódromo Condesa CDMEX,Cuauhtémoc,19.40711,-99.17145,Entire home/apt
13462,Encantador y silencioso departamento en la Condesa,Cuauhtémoc,19.41572,-99.17693,Entire home/apt
13463,Habitación privada Roma 10,Cuauhtémoc,19.41315,-99.16441,Private room
13464,CHARMING FULL APARTMENT IN CENTRAL MEXICO CITY!,Benito Juárez,19.39874,-99.16205,Entire home/apt
13465,"fam. Rosas Urias, Iztacalco",Iztacalco,19.39629,-99.07439000000001,Shared room
13466,Nuevo y hermoso departamento (2),Miguel Hidalgo,19.45572,-99.19504,Entire home/apt
13467,Cozy and perfectly located apartment in CDMX,Cuauhtémoc,19.415210000000002,-99.17294,Entire home/apt
13468,Nuevo y hermoso departamento,Miguel Hidalgo,19.45642,-99.2121,Entire home/apt
13469,The House of the Rock- Unique & Best Experience,Coyoacán,19.34206,-99.17174,Private room
13470,Visita la Ciudad de México y vívela cómodamente,Benito Juárez,19.38711,-99.1566,Private room
13471,Residencial Chiem,Miguel Hidalgo,19.45151,-99.19097,Private room
13472,Casa Catrina Basílica,Gustavo A. Madero,19.48837,-99.12054,Entire home/apt
13473,Boutique Skyline View Condo in Polanco,Miguel Hidalgo,19.43742,-99.20064,Entire home/apt
13474,"Amazing view, pool, gym and jacuzzi.",Cuauhtémoc,19.43596,-99.15286,Private room
13475,Recámara principal,Cuajimalpa de Morelos,19.384079999999997,-99.25576,Private room
13476,Perfect Location,Cuauhtémoc,19.4126,-99.16736,Entire home/apt
13477,Cuarto en CONDESA (Amsterdam) con Rooftop !,Cuauhtémoc,19.41231,-99.17199000000001,Private room
13478,Cozy room with a nice patio downtown Coyoacán,Coyoacán,19.34894,-99.1509,Private room
13479,Suites Casa Pánuco/ Best Location / Pátzcuaro,Cuauhtémoc,19.42805,-99.17378000000001,Private room
13480,"Large Room, private bathroom. Near Viveros",Álvaro Obregón,19.356939999999998,-99.17366,Private room
13481,"Cuarto p estudiante, pequeña oficina, consultorio",Iztapalapa,19.38344,-99.02656,Private room
13482,SUITE de lujo con gran ubicación: Lomas y Polanco,Miguel Hidalgo,19.43205,-99.20918,Entire home/apt
13483,S,Álvaro Obregón,19.3416,-99.20567,Private room
13484,"WTC, Nápoles, Muy cerca de la Condesa. 1 Recámara",Benito Juárez,19.396520000000002,-99.17513000000001,Entire home/apt
13485,Greenhouse home in San Miguel Chapultepec’s core,Miguel Hidalgo,19.41225,-99.18857,Entire home/apt
13486,Habitación privada en Churubusco/ Coyoacán,Coyoacán,19.3486,-99.14683000000001,Private room
13487,Espacio Moderno y Acogedor en la Ciudad de México,Gustavo A. Madero,19.47997,-99.11483,Entire home/apt
13488,Inmejorable ubicación | 1 habitación en Col.Juárez,Cuauhtémoc,19.42863,-99.15677,Private room
13489,"Charming, bright 2Br 2Ba on Amsterdam in Condesa",Cuauhtémoc,19.40932,-99.16873000000001,Entire home/apt
13490,DEPARTAMENTOS CON ALBERCA CLIMATIZADA EN CDMX,Xochimilco,19.20854,-99.12219,Entire home/apt
13491,Acogedor apartamento a un lado de UAM Xochimilco,Coyoacán,19.3005,-99.10475,Entire home/apt
13492,"DEPARTAMENTOS XOCHIMILCO,TODOS LOS SERVICIOS, CCTV",Xochimilco,19.209239999999998,-99.12100000000001,Entire home/apt
13493,⭐Luxury New Loft | City Center | Bellas Artes⭐,Cuauhtémoc,19.43507,-99.14588,Entire home/apt
13494,Departamento a un lado del Bosque de Chapultepec,Miguel Hidalgo,19.41875,-99.17929000000001,Entire home/apt
13495,Comfy & spacious room in Condesa- B&B,Cuauhtémoc,19.41475,-99.17935,Private room
13496,"Colonia Juárez, Precioso departamento de 2 recamaras con Roof Garden!!",Cuauhtémoc,19.42689,-99.15224,Entire home/apt
13497,Hab cómoda y acogedora con baño propio- Narvarte,Benito Juárez,19.389329999999998,-99.15779,Private room
13498,Habitación en coyoacan México CDMX.,Álvaro Obregón,19.35462,-99.17539000000001,Private room
13499,Cómoda habitación con cama matrimonial,Coyoacán,19.314510000000002,-99.11725,Private room
13500,Habitación independiente 1-2 personas,Tláhuac,19.293879999999998,-99.0443,Private room
13501,New Pool & Amenities!!! Executive Suite in Polanco,Miguel Hidalgo,19.43917,-99.18363000000001,Entire home/apt
13502,Natural-light filled apt. for 2 or 4 in Condesa,Cuauhtémoc,19.40692,-99.17438,Entire home/apt
13503,Pequeño Loft,Benito Juárez,19.37505,-99.17079,Entire home/apt
13504,San Isidro Loft,Miguel Hidalgo,19.433729999999997,-99.21127,Entire home/apt
13505,Nápoles Recámara Privada  AZ 3,Benito Juárez,19.39366,-99.17900999999999,Private room
13506,"LOMAS DE CHAPULTEPEC, SUPER ACOGEDOR DEPARTAMENTO",Miguel Hidalgo,19.422629999999998,-99.21313,Entire home/apt
13507,"Beautiful, spacious house in Condesa",Cuauhtémoc,19.408,-99.18032,Entire home/apt
13508,2 Beds Suite near to the Frida Kahlo Museum - 301,Coyoacán,19.35685,-99.16476999999999,Entire home/apt
13509,Departamento en la mejor zona al Sur de CDMX,Benito Juárez,19.36446,-99.14374000000001,Entire home/apt
13510,2 Bdrms Suite near to the Frida Kahlo Museum - 202,Coyoacán,19.357210000000002,-99.16552,Entire home/apt
13511,Muy bonito el Departamento y Acogedor,Coyoacán,19.349529999999998,-99.12374,Private room
13512,Habitación piso 17 con inigualable vista de cdmx,Miguel Hidalgo,19.455270000000002,-99.21064,Private room
13513,Camina hasta el restaurante que quieras desde este moderno apartamento,Benito Juárez,19.392020000000002,-99.17761,Entire home/apt
13514,In the hearth of Polanco great location apt.,Miguel Hidalgo,19.43564,-99.18454,Entire home/apt
13515,Casa Acogedora y ubicada en Roma Norte,Cuauhtémoc,19.41443,-99.15767,Entire home/apt
13516,The Brick House Oferta del mes de Mayo,Miguel Hidalgo,19.43986,-99.18964,Entire home/apt
13517,Cozy PH with private bathroom,Benito Juárez,19.3732,-99.18893,Private room
13518,Gorgeous apartment in the heart of Roma Norte! D.6,Cuauhtémoc,19.41765,-99.16168,Entire home/apt
13519,Gorgeous apartment in the heart of Roma Norte! D.8,Cuauhtémoc,19.41627,-99.16175,Entire home/apt
13520,Gorgeous apartment in the heart of Roma Norte! D.7,Cuauhtémoc,19.41825,-99.16368,Entire home/apt
13521,Great Located 2BR Apartment,Cuauhtémoc,19.4297,-99.16824,Entire home/apt
13522,Visita Xochimilco,Xochimilco,19.25656,-99.11529,Entire home/apt
13523,LOVELY 1BED/1BATH ON TRENDY AMSTERDAM AV.,Cuauhtémoc,19.40977,-99.16978,Entire home/apt
13524,recamara rústica y limpia en lugar seguro,Iztapalapa,19.39349,-99.05396999999999,Private room
13525,Recámara  amplia con baño privado,Tlalpan,19.30421,-99.21965,Private room
13526,Cozy Departamento Roma,Cuauhtémoc,19.41584,-99.1741,Entire home/apt
13527,Habitación en la céntrica  Colonia Del Valle,Benito Juárez,19.367639999999998,-99.16779,Private room
13528,Art deco flat in trendy Roma Norte,Cuauhtémoc,19.421310000000002,-99.15460999999999,Entire home/apt
13529,Precioso departamento muy seguro,Gustavo A. Madero,19.482979999999998,-99.12114,Entire home/apt
13530,HABITACION COMODA Y MODERNA,Álvaro Obregón,19.38632,-99.19075,Private room
13531,Habitación con terraza y baño privado I,Tlalpan,19.2805,-99.16889,Private room
13532,"Centrical, Modern Hotspot Apartment in Lomas",Miguel Hidalgo,19.39463,-99.24054,Entire home/apt
13533,Hermoso y lujoso departamento con vista al parque,Cuauhtémoc,19.41273,-99.16881,Entire home/apt
13534,Habitación con decoración única en la Juárez.,Cuauhtémoc,19.43121,-99.15571,Private room
13535,El Mejor del Sur-Oriente,Xochimilco,19.31184,-99.09329,Entire home/apt
13536,Departamento ENTERO al norte de la CDMX.,Gustavo A. Madero,19.52355,-99.16253,Entire home/apt
13537,DEPARTAMENTO SÚPER LINDO CON SERVICIOS INCLUIDOS.,Cuajimalpa de Morelos,19.352520000000002,-99.27976,Entire home/apt
13538,Amaizing location room in the lovely Polanco II.,Miguel Hidalgo,19.43246,-99.18696,Private room
13539,COZY 1 BED/1BATH ON AMSTERDAM AV.,Cuauhtémoc,19.40899,-99.17038000000001,Entire home/apt
13540,Cuarto acogedor en la Condesa con alberca y gym,Cuauhtémoc,19.410970000000002,-99.18205999999999,Private room
13541,Casa Celia Lannister. Estudio en calle Gelati A3,Miguel Hidalgo,19.411189999999998,-99.18845999999999,Entire home/apt
13542,HOSPÉDATE COMO EN UN HOTEL 5* EN NUEVO POLANCO,Miguel Hidalgo,19.44361,-99.20087,Entire home/apt
13543,Sophisticated Penthouse in the Heart of Polanco,Miguel Hidalgo,19.4296,-99.20286,Entire home/apt
13544,Dormitorio privado Coyoacán,Coyoacán,19.3562,-99.15784000000001,Private room
13545,Amazing department in the center of San Angel,Álvaro Obregón,19.34294,-99.19542,Entire home/apt
13546,⚡ Increíble departamento en una super ubicación ⚡,Benito Juárez,19.37261,-99.17185,Entire home/apt
13547,Dormitorio privado ¡Súper acogedor!,Coyoacán,19.35729,-99.15794,Private room
13548,Habitación en departamento nuevo CDMX.,Benito Juárez,19.36872,-99.14958,Private room
13549,Departamento para estancia corta. Cerca aeropuerto,Iztacalco,19.41956,-99.06882,Entire home/apt
13550,MI Loft,Miguel Hidalgo,19.40802,-99.19216999999999,Entire home/apt
13551,Departamento de lujo en Ciudad de México,Benito Juárez,19.37291,-99.18083,Entire home/apt
13552,Habitación privada en cálido departamento.,Benito Juárez,19.38204,-99.15026,Private room
13553,"Cómodo espacio cerca de Santa fe, cuajimalpa",Cuajimalpa de Morelos,19.36378,-99.28178,Entire home/apt
13554,Brand new Roma apartment up to 4 people,Cuauhtémoc,19.413429999999998,-99.15703,Entire home/apt
13555,Habitación en departamento: Ciudad Universitaria,Coyoacán,19.341070000000002,-99.18064,Private room
13556,¡Departamento completo para vacaciones familiares!,Benito Juárez,19.39445,-99.15225,Entire home/apt
13557,"Habitación piso 17, moderno, acojedor -2km Polanco",Miguel Hidalgo,19.45676,-99.21038,Private room
13558,"Departamento con la mejor vista, condesa",Cuauhtémoc,19.40684,-99.17456999999999,Entire home/apt
13559,Lindo departamento en la Roma Sur. Great location,Cuauhtémoc,19.40618,-99.16367,Private room
13560,Habitación en Zona Hotelera de Polanco,Miguel Hidalgo,19.42871,-99.19289,Private room
13561,Económica recámara para ejecutivos o turistas.,Cuauhtémoc,19.40788,-99.16356999999999,Private room
13562,(II) Beautiful private room at Hearth of Coyoacan,Coyoacán,19.346510000000002,-99.17499000000001,Private room
13563,Sunny & huge apartment in Condesa - great area !,Cuauhtémoc,19.40493,-99.1714,Entire home/apt
13564,DEPARTAMENTO CERCANO AL AEROPUERTO Y A LA VILLA,Gustavo A. Madero,19.46717,-99.11561999999999,Entire home/apt
13565,Studio Bosque de las Lomas,Miguel Hidalgo,19.39931,-99.25283,Entire home/apt
13566,San Angel EXCELENT Location,Álvaro Obregón,19.35172,-99.19604,Private room
13567,Great sunny mexican home next to Parque Mexico,Cuauhtémoc,19.41236,-99.17179,Entire home/apt
13568,Hermoso departamento a un paso del WTC.,Benito Juárez,19.38813,-99.17312,Entire home/apt
13569,H1-4huesped-Apto-ForoSol-PalacioDeportes-SalaArmas,Venustiano Carranza,19.4186,-99.0906,Private room
13570,"Modern San Angel, amazing location",Álvaro Obregón,19.353089999999998,-99.19649,Private room
13571,Recámara 1 en renta republicas,Benito Juárez,19.36262,-99.14602,Private room
13572,Recamara 2 en depto compartido,Benito Juárez,19.36222,-99.14515,Private room
13573,Cool Apartment with Great Location Reforma / Angel,Cuauhtémoc,19.43359,-99.16555,Entire home/apt
13574,Room with private-room and balcony at Roma Norte,Cuauhtémoc,19.42095,-99.15593,Private room
13575,1 BR,Cuauhtémoc,19.41945,-99.1751,Private room
13576,LINDO DEPARTAMENTO REMODELADO EN COL ROMA,Cuauhtémoc,19.402060000000002,-99.16846,Entire home/apt
13577,Great Roma Apartment,Cuauhtémoc,19.41403,-99.15964,Entire home/apt
13578,Alojamiento Acoxpa,Cuauhtémoc,19.45857,-99.12765,Entire home/apt
13579,Cuarto independiente en la Colonia Narvarte,Benito Juárez,19.376829999999998,-99.15436,Private room
13580,"Nice Room in San Angel, PH, Plaza Loreto",Álvaro Obregón,19.34059,-99.1914,Private room
13581,"Artsy Santa Maria La Ribera Apartment, CDMX",Cuauhtémoc,19.45148,-99.16144,Private room
13582,"Apartamento bonito, muy comodo p/ viajede negocio.",Benito Juárez,19.366770000000002,-99.19041999999999,Entire home/apt
13583,Cuarto en la Condesa I1,Cuauhtémoc,19.409470000000002,-99.16941,Private room
13584,Cuarto en la Condesa I2 con baño propio,Cuauhtémoc,19.40767,-99.16927,Private room
13585,LuxReforma 3 / 100m2 Apt in Reforma 2Terrace 11FL.,Cuauhtémoc,19.43443,-99.15299999999999,Entire home/apt
13586,Renta de Cuarto a un lado de Reforma,Cuauhtémoc,19.430979999999998,-99.16441,Private room
13587,NEW! Modern apartment with gym & pool!,Miguel Hidalgo,19.44073,-99.19745999999999,Entire home/apt
13588,The best neighborhood in the heart of the city,Cuauhtémoc,19.42374,-99.16077,Entire home/apt
13589,Charming Neocolonial Home in Condesa,Cuauhtémoc,19.41442,-99.1697,Entire home/apt
13590,H2 Apto-ForoSol-PalacioDeportes-SaladeArmas,Venustiano Carranza,19.41994,-99.09012,Private room
13591,Beautiful Room in the Neighborhood Roma.,Cuauhtémoc,19.41795,-99.1563,Private room
13592,H3ForoSol-PalacioDeportes-SaladeArmas,Venustiano Carranza,19.41989,-99.09196,Private room
13593,Cuarto en la Condesa I3,Cuauhtémoc,19.40772,-99.16856,Private room
13594,Cuarto en la Condesa I4,Cuauhtémoc,19.409779999999998,-99.16747,Private room
13595,Departamento amueblado,Cuauhtémoc,19.415129999999998,-99.14833,Entire home/apt
13596,Piso en la zona Centro (Ciudad de México),Benito Juárez,19.39754,-99.1366,Private room
13597,"Modern cozy apartment, polanco, safe neighborhood",Miguel Hidalgo,19.43875,-99.18803,Entire home/apt
13598,"FA. Dep PRIV, 2do nivel, 6 Personas, Chabacano",Cuauhtémoc,19.40805,-99.13568000000001,Private room
13599,Departamento entero y de lujo en Santa Fe,Cuajimalpa de Morelos,19.3622,-99.28220999999999,Entire home/apt
13600,New cozy clean departament polanco super safearea,Miguel Hidalgo,19.4391,-99.18748000000001,Entire home/apt
13601,Beautiful suite inside boutique B&B,Cuauhtémoc,19.44134,-99.16393000000001,Private room
13602,"Habitación  4 en Santa Catarina, Coyoacán",Coyoacán,19.34706,-99.17239000000001,Private room
13603,Spacious and sunny (with a view) near Chapultepec,Miguel Hidalgo,19.41163,-99.18878000000001,Entire home/apt
13604,Refurnished LOFT / 2 blocks away from Reforma,Cuauhtémoc,19.43062,-99.17015,Entire home/apt
13605,Vivienda independiente en Ciudad de méxico,Benito Juárez,19.39442,-99.15786999999999,Entire home/apt
13606,Casa al Sur de la Ciudad de México,Tlalpan,19.2791,-99.1791,Private room
13607,"Resina, cerca de la puerta 15 del Foro Sol",Iztacalco,19.39859,-99.0951,Private room
13608,Descansa en Casa Iryna,Cuauhtémoc,19.40754,-99.17066,Private room
13609,Cabaña Chica Rancho El Paraíso AJUSCO -ENG. SPOKEN,Tlalpan,19.21622,-99.22794,Private room
13610,"Depa a 5 minutos de Reforma 222, Ciudad de México",Cuauhtémoc,19.43009,-99.16554000000001,Entire home/apt
13611,Room in Polanco with Gym and Terrace.,Miguel Hidalgo,19.43737,-99.18749,Private room
13612,"Top Floor Room Roof in Condesa ""Comfy Crash""",Cuauhtémoc,19.40876,-99.17336,Private room
13613,Cozy room in Condesa!,Cuauhtémoc,19.41125,-99.18137,Private room
13614,"Your home in ROMA, MX City coolest neighborhood",Cuauhtémoc,19.40475,-99.15868,Entire home/apt
13615,Tranquilidad cerca del Ángel y Embajada Americana,Cuauhtémoc,19.42287,-99.17086,Private room
13616,Happy sunny room at Roma Norte,Cuauhtémoc,19.415789999999998,-99.15594,Private room
13617,RESIDENCIA LINDAVISTA 4,Gustavo A. Madero,19.48668,-99.12762,Private room
13618,COCO: YOUR TEMPORARY HOME,Benito Juárez,19.3779,-99.18975999999999,Entire home/apt
13619,Polanco 3BR Spacious Apartment *Prime Location*,Miguel Hidalgo,19.43739,-99.21295,Entire home/apt
13620,La casa confortable de Sol,Iztacalco,19.4177,-99.06286999999999,Private room
13621,Hermoso y cómodo departamento al sur de la ciudad,Tlalpan,19.29513,-99.13965999999999,Entire home/apt
13622,Amazing apartment v2 in the heart of Condesa @CdMx,Cuauhtémoc,19.405910000000002,-99.17098,Entire home/apt
13623,La casa de Sol,Iztacalco,19.41587,-99.06116,Private room
13624,Amazing apartment in the heart of Condesa @CdMx,Cuauhtémoc,19.40425,-99.17066,Entire home/apt
13625,Hermoso y acogedor departamento,Venustiano Carranza,19.433410000000002,-99.08957,Entire home/apt
13626,Hermoso departamento nuevo,Venustiano Carranza,19.43277,-99.09131,Entire home/apt
13627,"NEW building, excellent location CDMX,  LOW price",Benito Juárez,19.40237,-99.14368,Entire home/apt
13628,Plaza Antonia,Benito Juárez,19.38642,-99.16463,Entire home/apt
13629,Linda habitacion cercana al aeropuerto,Gustavo A. Madero,19.46677,-99.11636,Private room
13630,Park View Apt in the Heart of Condesa,Cuauhtémoc,19.41242,-99.17193,Entire home/apt
13631,Amazing apartment 3 bedrooms Polanco,Miguel Hidalgo,19.43724,-99.20565,Entire home/apt
13632,"Casa Amores Private Room 1 ""Heart Room""",Benito Juárez,19.383229999999998,-99.16745999999999,Private room
13633,Large room for 1 or 2 people.,Benito Juárez,19.39348,-99.17713,Private room
13634,Habitación con Terraza cerca centro de Coyoacán,Coyoacán,19.3566,-99.1284,Private room
13635,Hermoso departamento muy ubicado en Roma norte,Cuauhtémoc,19.42352,-99.16141999999999,Entire home/apt
13636,Habitación privada Aeropuerto/Centro Histórico (2),Venustiano Carranza,19.41868,-99.10293,Private room
13637,Cómodo y  Moderno Loft,Cuauhtémoc,19.41921,-99.17096,Entire home/apt
13638,•BONITO• Departamento en la Roma Norte.,Cuauhtémoc,19.42034,-99.15555,Entire home/apt
13639,Art cozy apartment Condesa,Cuauhtémoc,19.40795,-99.17554,Entire home/apt
13640,Acogedor Loft en San Pedro de los Pinos!,Benito Juárez,19.393179999999997,-99.18375999999999,Entire home/apt
13641,Casa con Historia y las más bonitas de México,Cuauhtémoc,19.42579,-99.15408000000001,Private room
13642,La casa tranquila y bonita,Cuauhtémoc,19.42955,-99.15215,Private room
13643,Chill on the Vine-Covered Bedroom Terrace at an Urban Haven,Miguel Hidalgo,19.43271,-99.21446999999999,Entire home/apt
13644,Del Campo a la Ciudad,Milpa Alta,19.220110000000002,-98.99566,Private room
13645,Un departamento con olor de hogar,Cuauhtémoc,19.42184,-99.14605,Private room
13646,Habitacion con baño privado en casa en Condesa,Cuauhtémoc,19.414089999999998,-99.1724,Private room
13647,"SUITE IN ANZURES NEAR POLANCO, REFORMA & MUSEUMS",Miguel Hidalgo,19.42926,-99.17869,Entire home/apt
13648,"Dpto con buena iluminación, a dos cuadras de S XXI",Benito Juárez,19.403129999999997,-99.15605,Private room
13649,"vivienda  independiente en Narvarte, C Médico SXXI",Benito Juárez,19.40186,-99.1572,Shared room
13650,"Beautiful Room close to the Metro, wtc,Coyoacán.",Benito Juárez,19.37419,-99.16436,Private room
13651,Luxury Apartment in Heart of Colonia Roma-Condesa,Cuauhtémoc,19.41862,-99.15504,Entire home/apt
13652,Estupendo Departamento Av Santa Fe Peninsula Tower,Cuajimalpa de Morelos,19.35647,-99.27476,Entire home/apt
13653,Estudio luminoso en San Miguel Chapultepec,Miguel Hidalgo,19.41415,-99.18468,Private room
13654,Habitación,Miguel Hidalgo,19.43863,-99.20064,Private room
13655,Dpto. a dos cuadras de Reforma e Insurgentes CDMX,Cuauhtémoc,19.42906,-99.15595,Entire home/apt
13656,Apartamento seguro cerca del Ángel,Cuauhtémoc,19.43006,-99.17279,Entire home/apt
13657,Cabaña con jardín.,La Magdalena Contreras,19.32106,-99.23782,Entire home/apt
13658,El Rinconcito  Amoroso de la Condesa,Cuauhtémoc,19.4185,-99.17633000000001,Entire home/apt
13659,Departamento 2 hab en la condesa con chofer x 5hrs,Cuauhtémoc,19.40752,-99.17947,Entire home/apt
13660,Céntrico departamento confortable y luminoso,Benito Juárez,19.39566,-99.14448,Entire home/apt
13661,¡NEW! A leafy treasure in Roma neighborhood,Cuauhtémoc,19.41956,-99.15916,Entire home/apt
13662,Recamara muy barata en la mejor ubicación de CDMX,Cuauhtémoc,19.41575,-99.16881,Private room
13663,Lindo departamento,Benito Juárez,19.37904,-99.17305,Entire home/apt
13664,ACQUA ACOXPA,Tlalpan,19.29563,-99.1345,Entire home/apt
13665,Bonito cuarto en buena zona de la cdmx,Benito Juárez,19.38803,-99.1758,Private room
13666,comfortable space to rest sleep and dream,Miguel Hidalgo,19.44813,-99.17393,Private room
13667,Departamento amplio y cálido en Narvarte.,Benito Juárez,19.38392,-99.1542,Entire home/apt
13668,Hermoso Departamento en Residencial WTC piso 17,Benito Juárez,19.39515,-99.17493,Entire home/apt
13669,Habitación privada en casa con jardín,Benito Juárez,19.365470000000002,-99.15975,Private room
13670,"Best place in town, sundeck, pool, parks & fun",Cuauhtémoc,19.41421,-99.16962,Entire home/apt
13671,Apartamento Del Valle CDMX cómodo y céntrico,Benito Juárez,19.37144,-99.1685,Private room
13672,"Loft Narvarte Roma D, Parque Delta",Cuauhtémoc,19.404629999999997,-99.15753000000001,Entire home/apt
